date,2020-07-05,2020-07-05,2020-07-05
FMX,Consumer Defensive,NYQ,111533121536.0
FMY,,,
FN,Technology,NYQ,2305407232.0
FNB,Financial Services,NYQ,2277573120.0
FNB PRE,,,
FNCB,Financial Services,NMS,109347960.0
FNCL,,,
FND,Consumer Cyclical,NYQ,5926854656.0
FNDA,,,
FNDB,,,
FNDC,,,
FNDE,,,
FNDF,,,
FNDX,,,
FNF,Financial Services,NYQ,9021252608.0
FNGD,,,
FNGO,,,
FNGS,,,
FNGU,,,
FNGZ,,,
FNHC,,,
FNI,,,
FNJN,,,
FNK,,,
FNKO,Consumer Cyclical,NMS,291477824.0
FNLC,Financial Services,NMS,236766416.0
FNOV,,,
FNV,Basic Materials,NYQ,25971920896.0
FNWB,Financial Services,NMS,129841048.0
FNX,,,
FNY,,,
FOCS,Financial Services,NMS,2355491328.0
FOE,Basic Materials,NYQ,961418304.0
FOF,Financial Services,NYQ,292431936.0
FOLD,Healthcare,NMS,4006675200.0
FONR,,,
FOR,Real Estate,NYQ,720545984.0
FORD,,,
FORK,,,
FORM,Technology,NMS,2408997632.0
FORR,Industrials,NMS,598631616.0
FORT Y,,,
FOSL,,,
FOUR,,,
FOVL,,,
FOX,Communication Services,NMS,16032217088.0
FOXA,Communication Services,NMS,16032200704.0
FOXF,,,
FPA,,,
FPAC,Financial Services,NYQ,809995264.0
FPAC WS,,,
FPAY,,,
FPE,,,
FPEI,,,
FPF,Financial Services,NYQ,1318622208.0
FPH,,,
FPI,Real Estate,NYQ,343217856.0
FPI PRB,,,
FPL,Financial Services,NYQ,108710152.0
FPRX,,,
FPX,,,
FPXE,,,
FPXI,,,
FQAL,,,
FR,Real Estate,NYQ,5092135936.0
FRA,Financial Services,NYQ,401325120.0
FRAF,Financial Services,NCM,110691424.0
FRAK,,,
FRAN,,,
FRBA,Financial Services,NGM,130592200.0
FRBK,,,
FRC,Financial Services,NYQ,17939087360.0
FRC PRF,,,
FRC PRG,,,
FRC PRH,,,
FRC PRI,,,
FRC PRJ,,,
FRD,Basic Materials,ASE,36535068.0
FRDM,,,
FREE,,,
FREE W,,,
FREL,,,
FREQ,Healthcare,NMS,702446720.0
FRG,Consumer Cyclical,NGM,817142656.0
FRGI,,,
FRHC,,,
FRI,,,
FRLG,,,
FRME,Financial Services,NMS,1407554560.0
FRO,,,
FRPH,Real Estate,NMS,388408480.0
FRPT,Consumer Defensive,NGM,3566377216.0
FRSX,Consumer Cyclical,NCM,87364368.0
FRT,Real Estate,NYQ,6469646848.0
FRT PRC,,,
FRTA,Industrials,NMS,796980672.0
FSB,,,
FSBW,Financial Services,NCM,158845120.0
FSCT,,,
FSD,Financial Services,NYQ,455856256.0
FSEA,Financial Services,NCM,38386884.0
FSFG,Financial Services,NCM,101378656.0
FSI,Basic Materials,ASE,23379354.0
FSK,,,
FSKR,,,
FSLF,Financial Services,NYQ,89918160.0
FSLR,Technology,NMS,5282641408.0
FSLY,Technology,NYQ,8721432576.0
FSM,Basic Materials,NYQ,899041088.0
FSMB,,,
FSMD,,,
FSP,Real Estate,ASE,548144576.0
FSRV,Financial Services,NCM,324575552.0
FSRV U,,,
FSRV W,,,
FSS,Industrials,NYQ,1792819840.0
FSTA,,,
FSTR,Industrials,NMS,132438168.0
FSV,,,
FSZ,,,
FT,Financial Services,NYQ,169891648.0
FTA,,,
FTAC,Financial Services,NCM,491591264.0
FTAC U,,,
FTAC W,,,
FTAG,,,
FTAI,Industrials,NYQ,1081806592.0
FTAI PRA,,,
FTAI PRB,,,
FTC,,,
FTCH,Consumer Cyclical,NYQ,6447447552.0
FTCS,,,
FTDR,Consumer Cyclical,NMS,3662076928.0
FTEC,,,
FTEK,Industrials,NMS,21293240.0
FTF,,,
FTFT,Technology,NCM,47931752.0
FTGC,,,
FTHI,,,
FTHY,,,
FTI,Energy,NYQ,3287815680.0
FTK,Energy,NYQ,90151168.0
FTLB,,,
FTLS,,,
FTNT,Technology,NMS,22378686464.0
FTRI,,,
FTS,Utilities,NYQ,17900058624.0
FTSD,,,
FTSI,,,
FTSL,,,
FTSM,,,
FTV,Technology,NYQ,22956736512.0
FTV PRA,,,
FTXD,,,
FTXG,,,
FTXH,,,
FTXL,,,
FTXN,,,
FTXO,,,
FTXR,,,
FUD,,,
FUE,,,
FUL,Basic Materials,NYQ,2272037632.0
FULC,Healthcare,NMS,489136416.0
FULT,Financial Services,NMS,1616322048.0
FUMB,,,
FUN,Consumer Cyclical,NYQ,1602438144.0
FUNC,Financial Services,NMS,94819504.0
FUND,,,
FUSB,Financial Services,NCM,41774372.0
FUSE U,,,
FUSN,,,
FUT,,,
FUTU,Financial Services,NMS,3344630272.0
FUTY,,,
FUV,Consumer Cyclical,NCM,187454528.0
FV,,,
FVAC,,,
FVAC U,,,
FVAC WS,,,
FVAL,,,
FVC,,,
FVCB,,,
FVD,,,
FVE,,,
FVL,,,
FVRR,,,
FWDB,,,
FWON A,,,
FWON K,,,
FWP,,,
FWRD,Industrials,NMS,1370760320.0
FXA,,,
FXB,,,
FXC,,,
FXD,,,
FXE,,,
FXF,,,
FXG,,,
FXH,,,
FXI,,,
FXL,,,
FXN,,,
FXNC,Financial Services,NCM,72648352.0
FXO,,,
FXP,,,
FXR,,,
FXU,,,
FXY,,,
FXZ,,,
FYC,,,
FYLD,,,
FYT,,,
FYX,,,
G,Technology,NYQ,6961901568.0
GAA,,,
GAB,Financial Services,NYQ,1276823552.0
GAB PRG,,,
GAB PRH,,,
GAB PRJ,,,
GAB PRK,,,
GABC,,,
GAIA,,,
GAIN,Financial Services,NMS,387907456.0
GAIN L,,,
GAIN M,,,
GAL,,,
GALT,,,
GAM,Financial Services,NYQ,792478336.0
GAM PRB,,,
GAMR,,,
GAN,,,
GARS,Financial Services,NMS,54567960.0
GASS,Industrials,NMS,105513904.0
GATX,Industrials,NYQ,2063985920.0
GAU,,,
GAZ,,,
GBAB,Financial Services,NYQ,424386688.0
GBCI,,,
GBDC,Financial Services,NMS,1981794048.0
GBDV,,,
GBF,,,
GBIL,,,
GBIO,,,
GBL,Financial Services,NYQ,367727168.0
GBLI,Financial Services,NMS,335919040.0
GBLI L,,,
GBLI Z,,,
GBR,,,
GBT,Healthcare,NMS,4133580544.0
GBUG,,,
GBUY,,,
GBX,Industrials,NYQ,721629504.0
GCAP,Financial Services,NYQ,227956928.0
GCBC,Financial Services,NCM,195808432.0
GCC,,,
GCE,,,
GCI,Communication Services,NYQ,167763184.0
GCO,Consumer Cyclical,NYQ,312873408.0
GCOW,,,
GCP,Basic Materials,NYQ,1353424896.0
GCV,Financial Services,NYQ,99188776.0
GD,,,
GDAT,,,
GDDY,Technology,NYQ,11874658304.0
GDEN,Consumer Cyclical,NGM,256102896.0
GDL,Financial Services,NYQ,127625024.0
GDL PRC,,,
GDMA,,,
GDNA,,,
GDO,,,
GDOT,Financial Services,NYQ,2624054784.0
GDP,Energy,ASE,90495480.0
GDS,Technology,NGM,12590071808.0
GDV,Financial Services,NYQ,1604053120.0
GDV PRA,,,
GDV PRG,,,
GDV PRH,,,
GDVD,,,
GDX,,,
GDXJ,,,
GDYN,Technology,NCM,387774912.0
GDYN W,,,
GE,Industrials,NYQ,59655155712.0
GEC,Financial Services,NMS,53438276.0
GECC,Financial Services,NGM,42565220.0
GECC L,,,
GECC M,,,
GECC N,,,
GEF,Consumer Cyclical,NYQ,1834472320.0
GEF B,,,
GEL,Energy,NYQ,817601920.0
GEM,,,
GEN,Healthcare,NYQ,106684616.0
GENC,Industrials,NGM,176493024.0
GENE,,,
GENY,,,
GEO,,,
GEOS,Energy,NMS,91692152.0
GER,,,
GERM,,,
GERN,Healthcare,NMS,673496448.0
GES,Consumer Cyclical,NYQ,657098304.0
GEVO,,,
GF,Financial Services,NYQ,245727584.0
GFED,,,
GFF,Industrials,NYQ,863720256.0
GFI,Basic Materials,NYQ,8262406656.0
GFIN,,,
GFL,Industrials,NYQ,6152866304.0
GFLU,,,
GFN,Industrials,NGM,204925824.0
GFNC P,,,
GFNS L,,,
GFY,,,
GGAL,Financial Services,NCM,2074075904.0
GGB,Basic Materials,NYQ,4777025536.0
GGG,Industrials,NYQ,8081668608.0
GGM,Financial Services,NYQ,155537616.0
GGN,,,
GGN PRB,,,
GGO,,,
GGT,,,
GGT PRE,,,
GGT PRG,,,
GGZ,Financial Services,NYQ,84339816.0
GGZ PRA,,,
GH,,,
GHC,Consumer Defensive,NYQ,1763933824.0
GHG,Consumer Cyclical,NYQ,1386568960.0
GHIV,,,
GHIV W,,,
GHL,Financial Services,NYQ,184074384.0
GHM,,,
GHSI,Healthcare,NCM,35968964.0
GHY,Financial Services,NYQ,528736800.0
GHYB,,,
GHYG,,,
GIB,,,
GIFI,,,
GIGB,,,
GIGE,,,
GIGM,,,
GII,,,
GIII,Consumer Cyclical,NMS,621803200.0
GIK U,,,
GIL,Consumer Cyclical,NYQ,3070523648.0
GILD,Healthcare,NMS,95771148288.0
GILT,,,
GIM,Financial Services,NYQ,724377600.0
GIS,Consumer Defensive,NYQ,37490503680.0
GIX,Financial Services,NYQ,225884624.0
GIX RT,,,
GIX U,,,
GIX WS,,,
GJH,,,
GJP,,,
GJS,,,
GJT,,,
GKOS,Healthcare,NYQ,1709058816.0
GL,Financial Services,NYQ,7719947776.0
GL PRC,,,
GLAD,,,
GLAD D,,,
GLAD L,,,
GLBS,,,
GLBZ,Financial Services,NCM,23071366.0
GLCN,,,
GLD,,,
GLDD,,,
GLDI,,,
GLDM,,,
GLEO,Financial Services,NYQ,171912000.0
GLEO WS,,,
GLG,,,
GLIB A,,,
GLIB P,,,
GLIF,,,
GLIN,,,
GLL,,,
GLMD,,,
GLNG,Energy,NMS,668491712.0
GLO,Financial Services,NYQ,286152672.0
GLOB,,,
GLOG,Energy,NYQ,263466336.0
GLOG PRA,,,
GLOP,Energy,NYQ,205236208.0
GLOP PRA,,,
GLOP PRB,,,
GLOP PRC,,,
GLP,,,
GLP PRA,,,
GLPG,,,
GLPI,Real Estate,NMS,7483955200.0
GLQ,Financial Services,NYQ,143554192.0
GLRE,,,
GLT,Basic Materials,NYQ,695250560.0
GLTR,,,
GLU,Financial Services,NYQ,85211264.0
GLU PRA,,,
GLU PRB,,,
GLUU,Communication Services,NMS,1465894656.0
GLV,Financial Services,NYQ,74408328.0
GLW,Technology,NYQ,19784646656.0
GLYC,Healthcare,NGM,163872080.0
GM,Consumer Cyclical,NYQ,36120457216.0
GMAB,Healthcare,NMS,21894170624.0
GMAN,,,
GMBL,,,
GMBL W,,,
GMDA,Healthcare,NGM,217517952.0
GME,,,
GMED,,,
GMF,,,
GMHI,Financial Services,NCM,549499968.0
GMHI W,,,
GMLP,Energy,NMS,185035280.0
GMLP P,,,
GMO,Basic Materials,ASE,32857812.0
GMOM,,,
GMRE,,,
GMRE PRA,,,
GMS,Industrials,NYQ,1010559744.0
GMTA,,,
GMZ,,,
GNAF,,,
GNC,,,
GNCA,,,
GNE,Utilities,NYQ,195689104.0
GNE PRA,,,
GNFT,Healthcare,NMS,210795648.0
GNK,,,
GNL,,,
GNL PRA,,,
GNL PRB,,,
GNLN,Healthcare,NGM,151924320.0
GNMA,,,
GNMK,Healthcare,NGM,1048557824.0
GNOM,,,
GNPX,Healthcare,NCM,117046472.0
GNR,,,
GNRC,Industrials,NYQ,7692900864.0
GNRS,,,
GNRS U,,,
GNRS W,,,
GNSS,,,
GNT,,,
GNT PRA,,,
GNTX,Consumer Cyclical,NMS,6361774592.0
GNTY,Financial Services,NMS,268846848.0
GNUS,,,
GNW,,,
GO,,,
GOAT,,,
GOAU,,,
GOEX,,,
GOF,,,
GOGL,,,
GOGO,Communication Services,NMS,259688240.0
GOL,,,
GOLD,,,
GOLF,Consumer Cyclical,NYQ,2566277120.0
GOOD,Real Estate,NMS,645060416.0
GOOD M,,,
GOOD N,,,
GOOG,Communication Services,NMS,1001645342720.0
GOOG L,,,
GOOS,Consumer Cyclical,NYQ,2542209024.0
GORO,Basic Materials,ASE,269600096.0
GOSS,Healthcare,NMS,997427968.0
GOVT,,,
GPAQ,,,
GPAQ U,,,
GPAQ W,,,
GPC,Consumer Cyclical,NYQ,12527538176.0
GPI,Consumer Cyclical,NYQ,1171053952.0
GPJA,,,
GPK,,,
GPL,,,
GPM,Financial Services,NYQ,263950592.0
GPMT,Real Estate,NYQ,371071328.0
GPN,Industrials,NYQ,51284713472.0
GPOR,,,
GPP,Energy,NMS,151007104.0
GPRE,,,
GPRK,Energy,NYQ,661075136.0
GPRO,Technology,NMS,754779456.0
GPS,,,
GPX,Consumer Defensive,NYQ,138415200.0
GQRE,,,
GRA,Basic Materials,NYQ,3409186560.0
GRAF,Financial Services,NYQ,625561408.0
GRAF U,,,
GRAF WS,,,
GRAM,Industrials,NYQ,387443232.0
GRBK,,,
GRC,Industrials,NYQ,797878080.0
GREK,,,
GRES,,,
GRF,Financial Services,NYQ,27420174.0
GRFS,,,
GRID,,,
GRIF,,,
GRIL,Consumer Cyclical,NCM,21241804.0
GRIN,Industrials,NMS,50938492.0
GRMN,,,
GRN,,,
GRNB,,,
GRNQ,Industrials,NCM,97614000.0
GRNV,Financial Services,NCM,71875000.0
GRNV R,,,
GRNV U,,,
GRNV W,,,
GROW,Financial Services,NCM,34124684.0
GRP U,,,
GRPN,,,
GRTS,Healthcare,NMS,245203696.0
GRTX,,,
GRU,,,
GRUB,Communication Services,NYQ,6444383232.0
GRVY,,,
GRWG,,,
GRX,Financial Services,NYQ,183139552.0
GRX PRB,,,
GS,Financial Services,NYQ,67883294720.0
GS PRA,,,
GS PRC,,,
GS PRD,,,
GS PRJ,,,
GS PRK,,,
GS PRN,,,
GSAT,Communication Services,ASE,513279808.0
GSB,,,
GSBC,Financial Services,NMS,535629728.0
GSBD,Financial Services,NYQ,650465792.0
GSC,,,
GSEE,,,
GSEU,,,
GSEW,,,
GSG,,,
GSH,Industrials,NYQ,2162598656.0
GSHD,Financial Services,NMS,2814309888.0
GSID,,,
GSIE,,,
GSIT,Technology,NMS,163838128.0
GSJY,,,
GSK,,,
GSKY,Technology,NMS,885644864.0
GSL,,,
GSL PRB,,,
GSLC,,,
GSLD,,,
GSM,,,
GSMG,,NCM,194528176.0
GSMG W,,,
GSP,,,
GSS,,,
GSSC,,,
GSST,,,
GSUM,,,
GSUS,,,
GSV,Basic Materials,ASE,248938320.0
GSX,,,
GSY,,,
GT,Consumer Cyclical,NMS,2059702400.0
GTE,Energy,ASE,126877400.0
GTEC,Industrials,NCM,23449374.0
GTES,Industrials,NYQ,2869425920.0
GTH,,,
GTHX,Healthcare,NMS,812861504.0
GTIM,,,
GTIP,,,
GTLS,Industrials,NMS,1717603840.0
GTN,,,
GTN A,,,
GTO,,,
GTS,Healthcare,NYQ,454932672.0
GTT,Communication Services,NYQ,482319904.0
GTX,Consumer Cyclical,NYQ,374914016.0
GTY,,,
GTYH,Technology,NCM,217050848.0
GUDB,,,
GUNR,,,
GURE,,,
GURU,,,
GUSH,,,
GUT,Financial Services,NYQ,394933600.0
GUT PRA,,,
GUT PRC,,,
GV,Industrials,ASE,91959376.0
GVA,Industrials,NYQ,850691712.0
GVAL,,,
GVI,,,
GVIP,,,
GVP,,,
GWB,Financial Services,NYQ,717931392.0
GWGH,Financial Services,NCM,224749376.0
GWPH,Healthcare,NGM,3919769600.0
GWRE,,,
GWRS,,,
GWW,Industrials,NYQ,16976593920.0
GWX,,,
GXC,,,
GXF,,,
GXG,,,
GXGX,Financial Services,NCM,362249984.0
GXGX U,,,
GXGX W,,,
GXTG,,,
GYC,,,
GYLD,,,
GYRO,,,
H,Consumer Cyclical,NYQ,5214253056.0
HA,,,
HACK,,,
HAE,Healthcare,NYQ,4663820800.0
HAFC,,,
HAIL,,,
HAIN,Consumer Defensive,NMS,3196258048.0
HAL,Energy,NYQ,11027384320.0
HALL,,,
HALO,Healthcare,NMS,3872086016.0
HAP,,,
HAPP,Healthcare,NMS,70250000.0
HARP,Healthcare,NMS,414715168.0
HAS,Consumer Cyclical,NMS,10221021184.0
HASI,Real Estate,NYQ,2056670208.0
HAUD,,,
HAUZ,,,
HAWX,,,
HAYN,Industrials,NMS,290064384.0
HBAN,Financial Services,NMS,8722292736.0
HBAN N,,,
HBAN O,,,
HBB,Technology,NYQ,152467104.0
HBCP,Financial Services,NMS,236104384.0
HBI,Consumer Cyclical,NYQ,3988481280.0
HBIO,Healthcare,NGM,139320864.0
HBM,Basic Materials,NYQ,776456000.0
HBMD,Financial Services,NMS,190151504.0
HBNC,,,
HBP,Industrials,NMS,30122064.0
HBT,Financial Services,NMS,343490816.0
HCA,Healthcare,NYQ,33076535296.0
HCAC,Financial Services,NMS,403326016.0
HCAC W,,,
HCAP,Financial Services,NGM,24548936.0
HCAP Z,,,
HCAT,,,
HCC,,,
HCCH,Financial Services,NCM,80178480.0
HCCH R,,,
HCCH U,,,
HCCH W,,,
HCCI,Industrials,NMS,384918240.0
HCCO,,,
HCCO U,,,
HCCO W,,,
HCFT,,,
HCHC,Communication Services,NYQ,149426784.0
HCI,Financial Services,NYQ,357701824.0
HCKT,,,
HCM,Healthcare,NMS,3829981440.0
HCR,Energy,NYQ,15960184.0
HCRB,,,
HCSG,Healthcare,NMS,1808308736.0
HCXY,,,
HCXZ,,,
HD,,,
HDAW,,,
HDB,,,
HDEF,,,
HDG,,,
HDGE,,,
HDIV,,,
HDLB,,,
HDMV,,,
HDS,Industrials,NMS,5502936576.0
HDSN,,,
HDV,,,
HE,,,
HEAR,,,
HEBT,Industrials,NCM,379958400.0
HECC U,,,
HEDJ,,,
HEEM,,,
HEES,Industrials,NMS,646558208.0
HEFA,,,
HEI,,,
HEI A,,,
HELE,,,
HELX,,,
HEP,Energy,NYQ,1487758336.0
HEPA,,,
HEQ,Financial Services,NYQ,138740128.0
HERD,,,
HERO,,,
HES,,,
HESM,Energy,NYQ,5147241472.0
HEWC,,,
HEWG,,,
HEWI,,,
HEWJ,,,
HEWL,,,
HEWP,,,
HEWU,,,
HEWW,,,
HEWY,,,
HEXO,,,
HEZU,,,
HFBL,,,
HFC,,,
HFFG,Consumer Defensive,NCM,465134304.0
HFRO,Financial Services,NYQ,580667072.0
HFRO PRA,,,
HFWA,,,
HFXE,,,
HFXI,,,
HFXJ,,,
HGH,,,
HGLB,,NYQ,145587296.0
HGSH,,,
HGV,Consumer Cyclical,NYQ,1715041664.0
HHC,Real Estate,NYQ,2869527552.0
HHR,Industrials,NMS,1164859392.0
HHS,,,
HHT,,,
HI,Industrials,NYQ,1975562624.0
HIBB,,,
HIBL,,,
HIBS,,,
HIE,Financial Services,NYQ,109757912.0
HIFS,,,
HIG,Financial Services,NYQ,13427812352.0
HIG PRG,,,
HIHO,Industrials,NCM,8744301.0
HII,,,
HIL,Industrials,NYQ,88454720.0
HIMX,Technology,NMS,716285440.0
HIO,,,
HIPR,,,
HIPS,,,
HIW,Real Estate,NYQ,3932084992.0
HIX,,,
HJLI,,,
HJLI W,,,
HJPX,,,
HKIB,Financial Services,NYQ,3623167488.0
HL,Basic Materials,NYQ,1678335616.0
HL PRB,,,
HLAL,,,
HLF,Consumer Defensive,NYQ,6437128192.0
HLG,Consumer Defensive,NGM,1055355392.0
HLI,Financial Services,NYQ,3869579776.0
HLIO,Industrials,NMS,1148834944.0
HLIT,,,
HLM PR,,,
HLNE,Financial Services,NMS,3561506816.0
HLT,,,
HLX,,,
HMC,Consumer Cyclical,NYQ,44212436992.0
HMG,Real Estate,ASE,10743204.0
HMHC,Consumer Defensive,NMS,213190208.0
HMI,Technology,NYQ,921189056.0
HMLP,,,
HMLP PRA,,,
HMN,Financial Services,NYQ,1484440192.0
HMNF,Financial Services,NGM,70140904.0
HMOP,,,
HMST,,,
HMSY,Healthcare,NMS,2912367104.0
HMTV,Communication Services,NGM,381720832.0
HMY,,,
HNDL,,,
HNGR,,,
HNI,Industrials,NYQ,1236774656.0
HNNA,Financial Services,NCM,59471680.0
HNP,Utilities,NYQ,5863232512.0
HNRG,,,
HNW,Financial Services,NYQ,100742600.0
HOFT,Consumer Cyclical,NMS,223649648.0
HOG,Consumer Cyclical,NYQ,3590374912.0
HOLD,,,
HOLI,Industrials,NMS,795457536.0
HOLX,Healthcare,NMS,14939799552.0
HOMB,,,
HOME,Consumer Cyclical,NYQ,426207648.0
HOMZ,,,
HON,,,
HONE,Financial Services,NMS,477275072.0
HOOK,Healthcare,NMS,276449856.0
HOPE,,,
HOTH,Healthcare,NCM,33549750.0
HOV,,,
HOVN P,,,
HP,Energy,NYQ,1980787968.0
HPE,Technology,NYQ,12089591808.0
HPF,Financial Services,NYQ,387044672.0
HPI,Financial Services,NYQ,519251648.0
HPP,Real Estate,NYQ,3881454592.0
HPQ,Technology,NYQ,24409415680.0
HPR,Energy,NYQ,64516960.0
HPS,Financial Services,NYQ,510111904.0
HQH,,,
HQI,,,
HQL,,,
HQY,Healthcare,NMS,4189002752.0
HR,Real Estate,NYQ,3992637952.0
HRB,Consumer Cyclical,NYQ,2683101440.0
HRC,Healthcare,NYQ,7425596928.0
HRI,Industrials,NYQ,877993792.0
HRL,Consumer Defensive,NYQ,25912813568.0
HROW,,,
HRTG,Financial Services,NYQ,359140032.0
HRTX,,,
HRZN,Financial Services,NMS,183222544.0
HSBC,,,
HSBC PRA,,,
HSC,Industrials,NYQ,1016825088.0
HSCZ,,,
HSDT,,,
HSIC,Healthcare,NMS,8432596992.0
HSII,Industrials,NMS,406507648.0
HSKA,,,
HSMV,,,
HSON,,,
HSPX,,,
HSRT,,,
HST,,,
HSTM,Healthcare,NMS,702985024.0
HSTO,,,
HSY,Consumer Defensive,NYQ,27012177920.0
HT,,,
HT PRC,,,
HT PRD,,,
HT PRE,,,
HTA,,,
HTAB,,,
HTBI,Financial Services,NMS,255812096.0
HTBK,,,
HTBX,,,
HTD,,,
HTEC,,,
HTFA,,,
HTGC,Financial Services,NYQ,1152618752.0
HTGM,Healthcare,NCM,40177476.0
HTH,,,
HTHT,,,
HTIA,Real Estate,NGM,
HTLD,Industrials,NMS,1688035456.0
HTLF,Financial Services,NMS,1165347584.0
HTLF P,,,
HTRB,,,
HTUS,,,
HTY,Financial Services,NYQ,58387224.0
HTZ,,,
HUBB,Industrials,NYQ,6713890304.0
HUBG,Industrials,NMS,1643522944.0
HUBS,Technology,NYQ,10144609280.0
HUD,Consumer Cyclical,NYQ,467736288.0
HUGE,,,
HUIZ,Financial Services,NGM,383688416.0
HUM,Healthcare,NYQ,51810209792.0
HUN,Basic Materials,NYQ,3943147776.0
HURC,Industrials,NMS,182643552.0
HURN,Industrials,NMS,1003985024.0
HUSA,Energy,ASE,11954776.0
HUSN,Financial Services,NGM,17820404.0
HUSV,,,
HUYA,Communication Services,NYQ,4275723264.0
HVBC,Financial Services,NCM,29351992.0
HVT,Consumer Cyclical,NYQ,287575808.0
HWBK,,,
HWC,,,
HWCC,Industrials,NMS,41958784.0
HWCP L,,,
HWCP Z,,,
HWKN,,,
HWM,,,
HWM PR,,,
HX,Financial Services,NGM,38135292.0
HXL,,,
HY,Industrials,NYQ,625867776.0
HYAC,,,
HYAC U,,,
HYAC W,,,
HYB,,,
HYD,,,
HYDB,,,
HYDW,,,
HYEM,,,
HYG,,,
HYGH,,,
HYGV,,,
HYHG,,,
HYI,Financial Services,NYQ,320540448.0
HYLB,,,
HYLD,,,
HYLS,,,
HYLV,,,
HYMB,,,
HYMC,,,
HYMC W,,,
HYRE,Industrials,NCM,52300192.0
HYS,,,
HYT,,,
HYTR,,,
HYUP,,,
HYXE,,,
HYXU,,,
HYZD,,,
HZN,,,
HZNP,,,
HZO,Consumer Cyclical,NYQ,496931488.0
IAA,Industrials,NYQ,5212399616.0
IAC,,,
IAE,,,
IAF,Financial Services,NYQ,104159736.0
IAG,Basic Materials,NYQ,1881331968.0
IAGG,,,
IAI,,,
IAK,,,
IART,,,
IAT,,,
IAU,,,
IAUF,,,
IBA,,,
IBB,,,
IBCE,,,
IBCP,,,
IBD,,,
IBDD,,,
IBDL,,,
IBDM,,,
IBDN,,,
IBDO,,,
IBDP,,,
IBDQ,,,
IBDR,,,
IBDS,,,
IBDT,,,
IBDU,,,
IBDV,,,
IBHA,,,
IBHB,,,
IBHC,,,
IBHD,,,
IBHE,,,
IBIO,,,
IBKC,,,
IBKC N,,,
IBKC O,,,
IBKC P,,,
IBKR,Financial Services,NMS,17867384832.0
IBM,Technology,NYQ,106280665088.0
IBMI,,,
IBMJ,,,
IBMK,,,
IBML,,,
IBMM,,,
IBMN,,,
IBMO,,,
IBMP,,,
IBMQ,,,
IBN,Financial Services,NYQ,31203704832.0
IBND,,,
IBO,,,
IBOC,Financial Services,NMS,1907611520.0
IBP,Industrials,NYQ,2036378880.0
IBTA,,,
IBTB,,,
IBTD,,,
IBTE,,,
IBTF,,,
IBTG,,,
IBTH,,,
IBTI,,,
IBTJ,,,
IBTX,Financial Services,NMS,1648070528.0
IBUY,,,
ICAD,,,
ICBK,Financial Services,NGM,133431320.0
ICCC,,,
ICCH,Financial Services,NCM,36340808.0
ICD,,,
ICE,Financial Services,NYQ,50486706176.0
ICF,,,
ICFI,Industrials,NMS,1225280768.0
ICHR,Technology,NMS,608986944.0
ICL,,,
ICLK,Communication Services,NGM,396089568.0
ICLN,,,
ICLR,Healthcare,NMS,8764243968.0
ICMB,,,
ICOL,,,
ICON,,,
ICOW,,,
ICPT,Healthcare,NMS,1551290624.0
ICSH,,,
ICUI,Healthcare,NMS,3889825792.0
ICVT,,,
IDA,Utilities,NYQ,4519660544.0
IDCC,,,
IDE,,,
IDEV,,,
IDEX,,,
IDHD,,,
IDHQ,,,
IDIV,,,
IDLB,,,
IDLV,,,
IDMO,,,
IDN,,,
IDNA,,,
IDOG,,,
IDRA,,,
IDRV,,,
IDT,,,
IDU,,,
IDV,,,
IDX,,,
IDXG,,,
IDXX,Healthcare,NMS,28432171008.0
IDY,,,
IDYA,Healthcare,NMS,371618912.0
IEA,Industrials,NMS,86648864.0
IEAW W,,,
IEC,,,
IECS,,,
IEDI,,,
IEF,,,
IEFA,,,
IEFN,,,
IEHS,,,
IEI,,,
IEIH,,,
IEME,,,
IEMG,,,
IEO,,,
IEP,,,
IESC,Industrials,NMS,465096544.0
IETC,,,
IEUR,,,
IEUS,,,
IEV,,,
IEX,Industrials,NYQ,11903627264.0
IEZ,,,
IFEU,,,
IFF,Basic Materials,NYQ,13567532032.0
IFFT,,,
IFGL,,,
IFMK,Consumer Defensive,NMS,24967280.0
IFN,Financial Services,NYQ,428321248.0
IFRA,,,
IFRX,Healthcare,NMS,123217008.0
IFS,,,
IFV,,,
IG,,,
IGA,,,
IGBH,,,
IGC,,,
IGD,,,
IGE,,,
IGEB,,,
IGF,,,
IGHG,,,
IGI,Financial Services,NYQ,232290496.0
IGIB,,,
IGIC,Financial Services,NMS,304249056.0
IGIC W,,,
IGLB,,,
IGM,,,
IGMS,,,
IGN,,,
IGOV,,,
IGR,Financial Services,NYQ,712364928.0
IGRO,,,
IGSB,,,
IGT,,,
IGV,,,
IHAK,,,
IHC,,,
IHD,,,
IHDG,,,
IHE,,,
IHF,,,
IHG,,,
IHI,,,
IHIT,Financial Services,NYQ,181665632.0
IHRT,Communication Services,NMS,477006240.0
IHT,Real Estate,ASE,8657389.0
IHTA,,NYQ,66538604.0
IHY,,,
IID,,,
IIF,Financial Services,NYQ,222430976.0
IIGD,,,
IIGV,,,
III,,,
IIIN,,,
IIIV,Technology,NMS,812260288.0
IIM,Financial,NYQ,679966400.0
IIN,Healthcare,NMS,121063800.0
IIPR,Real Estate,NYQ,1727248768.0
IIPR PRA,,,
IIVI,Technology,NMS,4068418816.0
IJAN,,,
IJH,,,
IJJ,,,
IJK,,,
IJR,,,
IJS,,,
IJT,,,
IJUL,,,
IKNX,,,
